Nama Produk,SKU / Kode Produk,Barcode,Kategori,Satuan Dasar,Merk / Brand,Lokasi / Rak,Hitung Stok (ya/tidak),Harga Modal / Beli,Harga Jual Eceran,Harga Jual Grosir,Harga Jual Promo,Diskon per Item (Rp),Stok di Rak / Display,Stok di Gudang,Stok Minimum,Stok Minimum Gudang,Satuan Beli dari Supplier,Isi per Satuan Beli,Satuan Jual Besar,Harga Jual Besar Satuan,Harga Jual Besar Grosir,Harga Jual Besar Promo,Produk Master (ID),Qty Isi per Paket,Jenis Isi Paket,Satuan Isi Paket,HPP (AVCO),Total Aset
BATU ASAH DAYAK 8 ABU,BTAS DYK 8,MDABAT02,Umum,PCS,DAYAK,,tidak,0,9500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BATU ASAH DIAMOND 6""",MBATASHDMDK,MNOBAT05,Alat tukang,PCS,,,tidak,0,16000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"BATU ASAH DIAMOND 8""",MBATASHDMDB,MNOBAT06,Alat tukang,PCS,,,tidak,0,18000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BATU ASAH FUJISTAR 6',MFUBAT01,MFUBAT01,Alat tukang,PCS,FUJISTAR,,tidak,0,30000,0,,0,0,3,3,,,1,,,,,,,,,0,0
BATU ASAH FUJISTAR 8',MFUBAT02,MFUBAT02,Alat tukang,PCS,FUJISTAR,,tidak,0,32000,0,,0,0,2,3,,,1,,,,,,,,,0,0
BATU ASAH HD 8 ORANYE / HITAM HIOSHI,BTAS HD8 HS,MHIBAT02,Umum,PCS,HIOSHI,,tidak,0,30000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BATU ASAH INAX 6',MINBAT01,MINBAT01,Alat tukang,PCS,INAX,,tidak,0,35000,0,,0,0,9,3,,,1,,,,,,,,,0,0
BATU ASAH INAX 8',MINBAT02,MINBAT02,Alat tukang,PCS,INAX,,tidak,0,37000,0,,0,0,11,3,,,1,,,,,,,,,0,0
BATU ASAH TCT HIOSHI,BTAS TCT,MHIBAT01,Umum,PCS,HIOSHI,,tidak,0,95000,0,,0,0,0,3,,,1,,,,,,,,,0,0
"BATU ASAH YY 6""",MBATASHYYK,MNOBAT03,Alat tukang,PCS,,,tidak,0,20000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"BATU ASAH YY 8""",MBATASHYYB,MNOBAT04,Alat tukang,PCS,,,tidak,0,22000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BATU FLEX KINIK,MKIBAT01,MKIBAT01,Alat tukang,PCS,KINIK,,tidak,0,0,0,0,0,0,12,3,,,1,,,,,,,,,0,0
BATU FLEXIBLE GC 60 KINIK,MKIBAT04,MKIBAT04,Umum,PCS,KINIK,Area 01,tidak,0,18000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
"BATU GOSOK ABU DMD 8""",BTGS DMD8,MDIBAT01,Umum,PCS,DIAMOND,,tidak,0,12500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BATU GOSOK ORANGE ABU 6' YUSTAR,BTGS YS 6,MYUBAT01,Umum,PCS,YUSTAR,,tidak,0,4275,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BATU GOSOK ORANGE ABU 8' YUSTAR,BTGS YS 8,MYUBAT02,Umum,PCS,YUSTAR,,tidak,0,4750,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BATU GOSOK ORANGE AWS 6""",BTGS AWS6,MAWBAT01,Umum,PCS,AWS,,tidak,0,6400,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BATU GOSOK ORANGE AWS 8""",BTGS AWS8,MAWBAT02,Umum,PCS,AWS,,tidak,0,6400,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BATU GOSOK ORANGE YY 6""",BTGS YY6 OR,MYYBAT01,Umum,PCS,YY,,tidak,0,15000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BATU GOSOK ORANGE YY 8""",BTGS YY8 OR,MYYBAT02,Umum,PCS,YY,,tidak,0,20000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BATU GOSOK PREMIUM GRT 8""",BTGS GRT8,MGRBAT01,Umum,PCS,GRT,,tidak,0,21150,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BATU NON WOVEN TAIYO,BATNWOVT,BATNWOVT,Alat tukang,PCS,,,tidak,0,30000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BATU PERONTOK CAT MOLLAR / TAIYO,MBTGPAIM,MBTGPAIM,Alat teknik,PCS,,,ya,0,35000,0,,0,3,5,5,,,1,,,,,,,,,0,0
BATU POTONG / CUTTING BOSCH,BTPT BOSCH,MBOBAT01,Umum,PCS,BOSCH,,tidak,0,1950.27,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BATU SLEP KINIK,MKIBAT03,MKIBAT03,Umum,PCS,KINIK,Area 01,tidak,0,9000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BATU SLEP KINIK M100X6X16,BT KNSL,MKIBAT02,Umum,PCS,KINIK,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BATU SLEP TAIYO,MTABAT01,MTABAT01,Umum,PCS,TAIYO,Area 01,tidak,0,8000,0,0,0,0,69,5,,PCS,1,,,,,,,,,0,0
BATU ULTRAFLEX WA 60,MNOBAT02,MNOBAT02,Umum,PCS,,Area 01,tidak,0,13000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BAUT DINABOLT 8 X 40,MNOBAU01,MNOBAU01,Mur Baut,PAK,,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
BAUT DINABOLT 8 X 65,MNOBAU02,MNOBAU02,Mur Baut,PAK,,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
BAUT DINABOLT 8 X 85,MNOBAU03,MNOBAU03,Mur Baut,PAK,,,tidak,0,0,0,0,0,0,6,3,,,1,,,,,,,,,0,0
BAUT JF M4 X 35,MBAUTJF435,MNOBAU05,Mur Baut,PCS,,,tidak,0,1000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT JF M5 X 25,BAJF525,BAJF525,Mur Baut,PCS,,,tidak,0,500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT JF M5 X 35,BAJF535,BAJF535,Mur Baut,PCS,,,tidak,0,500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT JP M4 X 10 (50 PCS),BAUJF410,MNOBAU14,Mur Baut,BKS,,,tidak,0,8000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"BAUT JP M4 X 20 ",BAUJP420,MNOBAU13,Mur Baut,PCS,,,tidak,0,500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT JP M5 X 20,BAUJP520,BAUJP520,Mur Baut,PCS,,,tidak,0,500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT JP M8 X 15 (50 PCS),BAJP815P,BAJP815P,Mur Baut,BKS,,,tidak,0,37500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT LION 10 X 19,MBTL1019,MBTL1019,Mur Baut,PCS,,Counter,tidak,0,250,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT M4JF+ 4x12,MBM44120,MNOBAU04,Mur Baut,BOX,,,tidak,0,0,0,0,0,0,0,4,,,1,,,,,,,,,0,0
BAUT M4JF+ 4x12 (50PCS),MBM44125,MBM44125,Mur Baut,BKS,,,tidak,0,4000,0,0,0,0,0,3,,,1,,,,,2565,50,FIXED_RATIO,PCS,0,0
BAUT M4JF+ 4x15,MB4JF415,MB4JF415,Mur Baut,BOX,,,tidak,0,0,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BAUT M4JF+ 4x15 (50PCS),MB4J4155,MB4J4155,Mur Baut,BKS,,,tidak,0,8000,0,0,0,0,0,5,,,1,,,,,2567,50,FIXED_RATIO,PCS,0,0
BAUT METRIS M10 X 70,BAUM1070,MNOBAU11,Mur Baut,PCS,,,tidak,0,4000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M12 X 80,BAUM1280,BAUM1280,Mur Baut,PCS,,,tidak,0,6000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M4 X 20,BAUM420,MNOBAU15,Mur Baut,PCS,,,tidak,0,1500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M6 X 10,BAUM610,MNOBAU09,Mur Baut,PCS,,,tidak,0,500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M6 X 15,BAUM615,MNOBAU10,Mur Baut,PCS,,,tidak,0,500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M6 X 25,BAUM625,MNOBAU12,Mur Baut,PCS,,,tidak,0,1000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M8 X 15,BAU815,MNOBAU07,Mur Baut,PCS,,,tidak,0,1000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M8 X 15 (50 PCS),BAUM815P,BAUM815P,Listrik,BKS,,,tidak,0,37500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M8 X 30,BAUM830,MNOBAU08,Mur Baut,PCS,,,tidak,0,1000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M8 X 60,MBAUM860,MBAUM860,Mur Baut,PCS,,,tidak,0,2000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M8 X 65,MBAUM865,MBAUM865,Mur Baut,PCS,,,tidak,0,2500,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT METRIS M8 X 70,MBAUM870,MBAUM870,Mur Baut,PCS,,,tidak,0,3000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT PAB 8 X 3/4 ( 50 PCS),MBAUPAB83/4,MNOBAU06,Mur Baut,BKS,,,tidak,0,15000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT ROFING 10 X 16 (50 PCS) LION,BARO1016,MNOBAU17,Mur Baut,BKS,,,tidak,0,10000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BAUT ROFING 10 X 19 (50 PCS) LION,BARO1019,MNOBAU16,Mur Baut,BKS,,,tidak,0,15000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"BCP / WASHBAK 96 X 43 X 0,4",BCP96 RRT,MOLBCP01,Umum,PCS,OLIQ,,tidak,0,93500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BCP 50 PILOV + AFUR,BCP50 PLV,MPIBCP01,Umum,PCS,PILOV,,tidak,0,80000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BCP 50 PRESTIL + AFUR,BCP50 PRSTL,MPRBCP01,Umum,PCS,PRESTIL,,tidak,0,67500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BCP 50 X 40 RRT,BCP50 RRT,MNOBCP01,Umum,PCS,,,tidak,0,57500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BCP 75 PRESTIL + AFUR,BCP75 PRSTL,MPRBCP02,Umum,PCS,PRESTIL,,tidak,0,100000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BCP 75 X 40 RRT,BCP75 RRT,MNOBCP02,Umum,PCS,,,tidak,0,77500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BCP 96 PILOV + AFUR,BCP96 PLV,MPIBCP02,Umum,PCS,PILOV,,tidak,0,95000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BCP 96 PRESTIL + AFUR,BCP96 PRSTL,MPRBCP03,Umum,PCS,PRESTIL,,tidak,0,92600,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BCP 96 X 43 RRT,BCP96 RRT SU,MNOBCP03,Umum,PCS,,,tidak,0,87500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BCP HM 60 X 45 ""YOZURI""",BCP60 YZ,MYOBCP01,Umum,PCS,YOZURI,,tidak,0,662055,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BCP HM 75 X 40 ""YOZURI""",BCP75 YZ,MYOBCP02,Umum,PCS,YOZURI,,tidak,0,715000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BEARING GEROBAK PASIRTOKIO 20MM,BEARING 20MM TK,MTOBEA01,Umum,PCS,TOKIO,,tidak,0,3750,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI 10 RRT,BTTP 10 RRT,MNOBET01,Umum,PCS,,,tidak,0,12500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BETEL TOPI 10"" JUMBO BIASA",BTTP RRT10 TK,MTOBET01,Umum,PCS,TOKIO,,tidak,0,25000,0,,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI 12 RRT,BTTP 12 RRT,MNOBET02,Umum,PCS,,,tidak,0,15000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI 12 X 16 HIOSHI,BT12HSH,MHIBET02,Umum,PCS,HIOSHI,,tidak,0,20520,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BETEL TOPI 12"" JUMBO BIASA",BTTP RRT12 TK,MTOBET02,Umum,PCS,TOKIO,,tidak,0,30000,0,,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI 8 RRT,BTTP 8 RRT,MNOBET03,Umum,PCS,,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI 8 X 16 HIOSHI,BT8HSH,MHIBET03,Umum,PCS,HIOSHI,,tidak,0,13680,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BETEL TOPI 8"" JUMBO BIASA",BTTP RRT8 TK,MTOBET03,Umum,PCS,TOKIO,,tidak,0,20000,0,,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI JUMBO 10' VPR,BTJB 10,MVPBET01,Umum,PCS,VPR,,tidak,0,22500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI JUMBO 12' VPR,BTJB 12,MVPBET02,Umum,PCS,VPR,,tidak,0,27500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI JUMBO 8' VPR,BTJB 8,MVPBET03,Umum,PCS,VPR,,tidak,0,18000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI LANCIP 10 X 16 HIOSHI,BT10HSH RUNCING,MHIBET04,Umum,PCS,HIOSHI,,tidak,0,30000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI PAPAK 10 X 16 HIOSHI,BT10HSH,MHIBET01,Umum,PCS,HIOSHI,,tidak,0,30000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI RRT (FAWI) 10,BTTP RRT10,MFABET01,Umum,PCS,FAWI,,tidak,0,97500,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI RRT (FAWI) 12,BTTP RRT12,MFABET02,Umum,PCS,FAWI,,tidak,0,106363.64,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BETEL TOPI RRT (FAWI) 8,BTTP RRT8,MFABET03,Umum,PCS,FAWI,,tidak,0,70909.09,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BLENDER COSMOS CB-171 P,MCOBLE01,MCOBLE01,Rumah tangga,PCS,COSMOS,Area 04,tidak,0,230000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
BLENDER MASPION BL-1262 PL,MNOBLE01,MNOBLE01,Rumah tangga,PCS,,Area 04,tidak,26300,315000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BLENDER MIYAKO BL-101 PL,MMIBLE01,MMIBLE01,Rumah tangga,PCS,MIYAKO,Area 04,tidak,0,215000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
BODEM / PALU PON ULIR 16 LBS,BDM 16LBS,MHIBOD01,Umum,PCS,HIOSHI,,tidak,0,148200,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM / PALU PON ULIR 18 LBS,BDM 18LBS,MHIBOD02,Umum,PCS,HIOSHI,,tidak,0,166725,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM / PALU PON ULIR 20 LBS,BDM 20LBS,MHIBOD03,Umum,PCS,HIOSHI,,tidak,0,190000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM 10 LB YUSTAR,BDM 10LB YS,MYUBOD03,Umum,PCS,YUSTAR,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM 12 LB YUSTAR,BDM 12LB YS,MYUBOD04,Umum,PCS,YUSTAR,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM 14 LB YUSTAR,BDM 14LB YS,MYUBOD05,Umum,PCS,YUSTAR,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM 16 LB YUSTAR,BDM 16LB YS,MYUBOD06,Umum,PCS,YUSTAR,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM 18 LB YUSTAR,BDM 18LB YS,MYUBOD08,Umum,PCS,YUSTAR,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM 20 LB YUSTAR,BDM 20LB YS,MYUBOD09,Umum,PCS,YUSTAR,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM 4 LB YUSTAR,BDM 4LB YS,MYUBOD01,Umum,PCS,YUSTAR,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM 6 LB YUSTAR,BDM 6LB YS,MYUBOD07,Umum,PCS,YUSTAR,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODEM 8 LB YUSTAR,BDM 8LB YS,MYUBOD02,Umum,PCS,YUSTAR,,tidak,0,10000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODY BIASA (B) BOSTON,MBUBOD01,MBUBOD01,Umum,PCS,BUSTON,Area 01,tidak,0,45000,0,0,0,0,0,3,,PCS,12,PCS,540000,0,0,,,,,0,0
"BODY BIASA (B) KODAI SB403AB ",MKOBOD01,MKOBOD01,Umum,PCS,KODAI,Area 01,tidak,0,45000,0,0,0,0,0,3,,PCS,12,PCS,540000,0,0,,,,,0,0
BODY DORONG 940 A MULLER,MMUBOD01,MMUBOD01,Umum,PCS,MULLER,Area 01,tidak,0,140000,0,0,0,0,0,3,,PCS,12,PCS,1680000,0,0,,,,,0,0
BODY DORONG MALVIN,MMABOD01,MMABOD01,Umum,PCS,MALVIN,Area 01,tidak,0,75000,0,0,0,0,0,3,,PCS,12,PCS,900000,0,0,,,,,0,0
BODY PELOR  STAR CLASSIC,MSTBOD01,MSTBOD01,Umum,PCS,STAR CLASSIC,Area 01,tidak,0,75000,0,0,0,0,0,6,,PCS,12,PCS,900000,0,0,,,,,0,0
BODY PELOR 8016 MULLER,MMUBOD03,MMUBOD03,Umum,PCS,MULLER,Area 01,tidak,0,180000,0,0,0,0,0,3,,PCS,12,PCS,2160000,0,0,,,,,0,0
BODY PELOR 9018 MULLER,MMUBOD02,MMUBOD02,Umum,PCS,MULLER,Area 01,tidak,0,250000,0,0,0,0,0,3,,PCS,12,PCS,3000000,0,0,,,,,0,0
BODY PELOR ALM A5601 EASTGUARD,MEABOD01,MEABOD01,Umum,PCS,EASTGUARD,Area 01,tidak,0,85000,0,0,0,0,0,3,,PCS,12,PCS,1020000,0,0,,,,,0,0
BODY PELOR CLASSIC,BDPL CLS,MCLBOD01,Umum,PCS,CLASSIC,,tidak,0,65000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODY PELOR GOMEO 8545 SN,BDPL 8545SN,MGOBOD01,Umum,PCS,GOMEO,,tidak,0,95000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODY PELOR GOMEO SS 7016,BDPL SS7016,MGOBOD02,Umum,PCS,GOMEO,,tidak,0,125000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODY PELOR HSJ,MHSBOD01,MHSBOD01,Umum,PCS,HSJ,Area 01,tidak,0,50000,0,0,0,0,0,3,,PCS,12,PCS,600000,0,0,,,,,0,0
BODY PELOR ISCO,BDPL ISCO,MISBOD01,Umum,PCS,ISCO,,tidak,0,60000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODY PELOR ISCO PER SET,BDPL ISCO SET,MISBOD02,Umum,PCS,ISCO,,tidak,0,31000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BODY PELOR ISCO PLAT SS304,BDPL ISCO SS304,MISBOD03,Umum,PCS,ISCO,,tidak,0,34375,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BOR 10MM RYU RDR 10-3 REB,RDREBRYU,MRYMES03,Power tools,PCS,RYU,,ya,345000,400000,0,,0,1,0,5,,PCS,1,,,,,,,,,0,0
BOR BATERAI IMPACT MODERN M-15,MMOMES06,MMOMES06,Power tools,PCS,MODERN POWER TOOLS,Area 02,ya,0,630000,0,,0,3,2,1,,,1,,,,,,,,,0,0
BOR BETON BOSCH 6,BB BSCH 6,MBOBOR01,Umum,PCS,BOSCH,,tidak,0,12183.36,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BOR BETON BOSCH 8,BB BSCH 8,MBOBOR02,Umum,PCS,BOSCH,,tidak,0,16200,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BOR BETON EXTREME 4 X 80MM HIOSHI,BB EXT 4X80 HS,MHIBOR01,Umum,PCS,HIOSHI,,tidak,0,12000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BOR BETON GOMEO 6""",BB GM 6,MGOBOR01,Umum,PCS,GOMEO,,tidak,0,2700,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BOR BETON GOMEO 8""",BB GM 8,MGOBOR02,Umum,PCS,GOMEO,,tidak,0,4200,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BOR BETON SDS 8,BB SDS 8,MNOBOR01,Umum,PCS,,,tidak,0,25600,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BOR BETON SET IKURA,MIKBOR01,MIKBOR01,Umum,PAK,IKURA,,tidak,0,0,0,0,0,0,2,3,,,1,,,,,,,,,0,0
BOR IMPACT CORDLESS BOSCH GSB 120 LI GEN 3,BBICGSB120,MNOBOR02,Power tools,PCS,,,ya,1179000,1320000,0,,0,1,0,5,,,1,,,,,,,,,0,0
"BOR KUNING 10"" GOMEO",BOR KNG 10,MGOBOR03,Umum,PCS,GOMEO,,tidak,0,8250,0,0,0,0,0,3,,,1,,,,,,,,,0,0
"BOR KUNING 3"" GOMEO",BOR KNG 3,MGOBOR04,Umum,PCS,GOMEO,,tidak,0,1125,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BOR RYU 13MM IMPACT RID13-1RE,MRYMES02,MRYMES02,Power tools,PCS,RYU,Area 02,ya,0,560000,0,,0,5,1,3,,,1,,,,,,,,,0,0
BOR SET HSS SPC MOLLAR,MMOBOR01,MMOBOR01,Alat tukang,SET,MOLLAR,,tidak,0,0,0,0,0,0,1,3,,,1,,,,,,,,,0,0
BOTOL MIMUM PLASTIK 800 ML,BOTMIP8,BOTMIP8,Plastik,PCS,,,ya,17000,25000,0,,0,0,3,5,,,1,,,,,,,,,0,0
BOTOL MINUM PLASTIK 1 L,BOTMIPL1,BOTMIPL1,Plastik,PCS,,,ya,15000,23000,0,,0,0,2,5,,,1,,,,,,,,,0,0
BOX INBOW BROCO B1015350 HITAM,MBRKOT01,MBRKOT01,Listrik,PCS,BROCO,Area 05,tidak,0,2000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BOX MCB BROCO 17101 PUTIH,MBRBOX01,MBRBOX01,Listrik,PCS,BROCO,Area 05,tidak,0,7000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BOX MCB BROCO 17102 HITAM,MBRBOX02,MBRBOX02,Listrik,PCS,BROCO,Area 05,tidak,0,14000,0,,0,0,0,5,,,1,,,,,,,,,0,0
"BULU KUAS ROLL KAPAL 4"" (2 PCS)",BL RL KPL HH,MNOBUL01,Umum,PCS,,,tidak,0,5000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
BULU KUAS ROLL STANDAT,MBLKRSTD,MBLKRSTD,Alat tukang,PCS,,,tidak,0,18000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
BULU ROL DOMBA SUPRA (2 PCS),BUDOSUP,MNOBUL02,Alat tukang,BKS,,,tidak,0,12000,0,,0,0,0,5,,,1,,,,,,,,,0,0
BURNER API BESAR POLOS,MNOBUR06,MNOBUR06,Umum,PCS,,Area 04,tidak,0,20000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER API BESAR TOPI,MNOBUR07,MNOBUR07,Umum,PCS,,Area 04,tidak,0,25000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER API LILIN KECIL RINNAI BARU,MRIBUR05,MRIBUR05,Umum,PCS,RINNAI,Area 04,tidak,0,20000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER API LILIN LAMA,MNOBUR05,MNOBUR05,Umum,PCS,,Area 04,tidak,0,20000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER COSMOS A,MCOBUR02,MCOBUR02,Umum,PCS,COSMOS,Area 04,tidak,0,25000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER COSMOS B,MCOBUR01,MCOBUR01,Umum,PCS,COSMOS,Area 04,tidak,0,25000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER HP 2,MNOBUR01,MNOBUR01,Umum,PCS,,Area 04,tidak,0,18000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER HP 3,MNOBUR02,MNOBUR02,Umum,PCS,,Area 04,tidak,0,20000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER JAPAN SERBAGUNA,MNOBUR04,MNOBUR04,Umum,PCS,,Area 04,tidak,0,18000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER QUANTUM,MNOBUR03,MNOBUR03,Umum,PCS,,Area 04,tidak,0,30000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER RINNAI KANAN,MRIBUR01,MRIBUR01,Umum,PCS,RINNAI,Area 04,tidak,0,20000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER RINNAI KIRI,MRIBUR02,MRIBUR02,Umum,PCS,RINNAI,Area 04,tidak,0,18000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER RINNAI TORNADO,MRIBUR04,MRIBUR04,Umum,PCS,RINNAI,Area 04,tidak,0,40000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BURNER RINNAI TURBO,MRIBUR03,MRIBUR03,Umum,PCS,RINNAI,Area 04,tidak,0,30000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
BUSA POLES 4”,MNOBUS01,MNOBUS01,Umum,PCS,,Area 02,ya,0,50000,0,0,0,0,0,5,,PCS,1,,,,,,,,,0,0
CABLE TIES 10 X 2.5MM MIX COLOR HIOSHI,CB TIES 100 MC HS,MHICAB01,Umum,PCS,HIOSHI,,tidak,0,7000,0,0,0,0,0,3,,,1,,,,,,,,,0,0
CABLE TIES 100 HITAM,MCATI10H,MCATI10H,Umum,PCS,,,tidak,0,6000,0,,0,0,0,5,,,1,,,,,,,,,0,0
CABLE TIES 100 HITAM HASSTON,MHACAB02,MHACAB02,Alat teknik,PCS,HASSTON,Area 02,tidak,0,9000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
CABLE TIES 100 PUTIH,MCATI10P,MCATI10P,Umum,PCS,,,tidak,0,6000,0,0,0,0,0,5,,,1,,,,,,,,,0,0
